,time_published,summary,sentiment
1168,20221019T124929,Markets started the week strong on Monday and carried some of that strength into Tuesday.,positive
1169,20221019T131122,Procter & Gamble turned in another solid quarter Wednesday as it pointed to indications that consumers are mostly sticking with leading household brands despite higher prices.,positive
1170,20221019T133823,"The Procter & Gamble logo appears on a podium during a news conference, Oct. 10, 2017, in Cincinnati. Procter & Gamble's fiscal first-quarter results topped analysts' expectations, but the world's biggest consumer products maker lowered its fiscal 2023 sales outlook, citing the stronger dollar.",neutral
1171,20221019T135226,"Wall Street stocks retreated early Wednesday, putting a two-day winning streak at risk, on worries over higher interest rates despite another round of largely solid corporate earnings. Shares of Netflix surged after an upbeat report, while United Airlines and Procter & Gamble also rose.",neutral
1172,20221019T135226,"Wall Street stocks retreated early Wednesday, putting a two-day winning streak at risk, on worries over higher interest rates despite another round of largely solid corporate earnings. Shares of Netflix surged after an upbeat report, while United Airlines and Procter & Gamble also rose.",neutral
1173,20221019T140000,Dow Jones Falls As Netflix Soars On Earnings. Tesla Earnings Next Investor's Business Daily ...,positive
1174,20221019T141135,"MIAMI, Oct. 19, 2022 ( GLOBE NEWSWIRE ) -- Prime Matter Labs, a leading contract manufacturer of beauty and personal care products, announced that Jessica Khuat has been named as the Chief Financial Officer ( CFO ) . Jessica will be based in the New York office and report to CEO Aaron Paas.",positive
1175,20221019T142700,"The stock market fell Wednesday as Treasury yields jumped, although Netflix ( NFLX ) and a few others continued a trend of generally positive earnings reports. The Nasdaq composite dropped 0.6% while the S&P 500 shed 0.5% in the first 30 minutes. The Dow Jones Industrial Average eased 0.1%.",neutral
1176,20221019T143500,The markets seem in a mood to give back some of the boon they've garnered over the past 3 of 4 sessions.,neutral
1177,20221019T143500,"Procter & Gamble's (PG) Q1 results reflect gains from robust pricing and a favorable mix, as well as productivity savings, amid cost and currency headwinds.",positive
1178,20221019T143733,"Procter & Gamble exceeded $20 billion in sales during the fiscal first quarter but citing the strong dollar, it said Wednesday that it expects to post its first annual sales decline since 2017.",positive
1179,20221019T145700,"An eventful pre-market has dragged futures into negative territory, following key housing data and more big-name Q3 earnings beats. The markets seem in a mood to give back some of the boon they've garnered over the past 3 of 4 sessions: the Dow is -150 points at this hour, the S&P 500 is -25 and ...",neutral
1180,20221019T150852,Nestlé and Procter & Gamble reported resilient earnings as they brought in more money from selling fewer goods.,neutral
1181,20221019T151417,Procter & Gamble ( NYSE: PG ) reported better-than-expected first quarter results on Wednesday as its rising prices helped the company offset a decline in sales volume and the current economic turmoil. The stock was up 2% during early morning trading amid the news.,positive
1182,20221019T152410,"The three major U.S. stock indexes wavered between red and green out of the starting gate, while the benchmark Treasury yield shot up to touch a new 14-year high.",negative
1183,20221019T153056,"The Dow 30 stocks are a collection of the 30 largest and most influential companies listed on the Dow Jones Industrial Average. These companies represent a broad range of industries, including banking, healthcare, manufacturing, and technology. Many of the Dow 30 stocks are household names.",positive
1184,20221019T153800,"ZURICH/LONDON, Oct 19 ( Reuters ) - Nestle ( NESN.S ) and Procter & Gamble , the world's two biggest consumer firms, reported better-than-expected sales on Wednesday, as shoppers continued to pay more for goods like Nescafe coffee and Gillette razors despite record inflation.",neutral
1185,20221019T154528,Wall St struggles to gain as soaring Treasury yields hurt earnings confidence The Financial Express ...,neutral
1186,20221019T155807,"The Investing Club holds its ""Morning Meeting"" every weekday at 10:20 a.m. ET.",positive
1187,20221019T171400,"Procter & Gamble beat on earnings and revenue, but trimmed its full-year outlook. Here's the key level it has to hold now.",neutral
1188,20221019T172200,"Procter & Gamble topped analysts earnings and revenue estimates, but the company is preparing for billions in inflationary headwinds this fiscal year.",positive
1189,20221019T173533,These are the stocks posting the largest moves in midday trading.,positive
1190,20221019T174800,Stock Market Falls On Weak Housing Numbers. Netflix And Airlines Stock Climb On Earnings Investor's Business Daily ...,neutral
1191,20221019T174800,Stock Market Falls On Weak Housing Numbers. Netflix And Airlines Stock Climb On Earnings Investor's Business Daily ...,neutral
1192,20221019T174800,Stock Market Falls On Weak Housing Numbers. Netflix And Airlines Stock Climb On Earnings Investor's Business Daily ...,neutral
1193,20221019T175808,"( Wednesday Market Open ) Treasury yields held up a ""stop"" sign Wednesday after a two-day rally as investors awaited Tesla ( TSLA ) earnings this afternoon. The 10-year Treasury yield ( TNX ) drove uphill this morning to 4.1%, near 2022 highs.",neutral
1194,20221019T175900,"U.S. stocks have advanced since the start of the week as the third quarter earnings reporting season has gotten off to a strong start, with the big banks and other large firms surpassing analysts' expectations.",neutral
1195,20221019T180000,Stocks lose ground as more earnings roll in. yields rise The Associated Press ...,neutral
1196,20221019T180000,Stocks lose ground as more earnings roll in. yields rise The Associated Press ...,neutral
1197,20221019T182315,"U.S. stocks traded lower toward the end of trading, with the Dow Jones dropping around 150 points on Wednesday. The Dow traded down 0.53% to 30,362.09 while the NASDAQ fell 1.04% to 10,660.20. The S&P 500 also fell, dropping, 0.85% to 3,688.28. Also check this: Dow Rises Over 300 Points As Market ...",neutral
1198,20221019T190000,Stock Market Falls As More Economic Data Pours In. Netflix And Airline Stocks Climb On Earnings Investor's Business Daily ...,neutral
1199,20221019T194740,"Clean energy stocks are a rapidly growing sector of the stock market. For the uninitiated, clean energy is defined as energy that comes from renewable sources, such as solar, wind, and water. Clean energy stocks encompass a wide variety of companies.",positive
1200,20221019T201400,"Stock Market Closes Lower On Housing, Economic Data. Netflix Climbs On Earnings. Oil Stocks Gain Investor's Business Daily ...",neutral
1201,20221019T201702,"Wall Street stocks retreated Wednesday, snapping a two-day rally as the latest jump in treasury yields exacerbated recession worries, offsetting generally good earnings. The yield on the 10-year US Treasury note, a proxy for Federal Reserve interest rates, jumped above four percent following a ...",neutral
1202,20221019T201702,"Wall Street stocks retreated Wednesday, snapping a two-day rally as the latest jump in treasury yields exacerbated recession worries, offsetting generally good earnings. The yield on the 10-year US Treasury note, a proxy for Federal Reserve interest rates, jumped above four percent following a ...",neutral
1203,20221019T201941,"On the earnings front, Netflix ( NFLX ) stock rallied 13.1% after the streaming giant unveiled better-than-expected third-quarter results and gave details on its planned crackdown on password sharing.",neutral
1204,20221019T202200,"Amid all of this year's wild volatility in financial markets, there's one undisputed winner: the U.S. currency.",neutral
1205,20221019T204845,Stocks lose ground as more earnings roll in. yields rise The Associated Press ...,neutral
1206,20221019T221923,"""Nobody's championing what actually works: these old-line consumer packaged-goods names that we all know,"" Cramer said.",positive
1207,20221019T225703,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",positive
1208,20221020T005536,The yield on the 10-year U.S. Treasury note touched its highest level in more than 14 years as soft housing data did little to alter expectations the Federal Reserve will remain aggressive in hiking interest rates as it attempts to wrestle down stubbornly high inflation.,neutral
1209,20221020T054028,"U.S. stocks closed lower on Wednesday, after recording gains in the previous sessions. Investors assessed earnings reports from several companies, as Procter & Gamble PG reported better-than-expected Q1 results. Tesla Inc TSLA posted upbeat quarterly earnings, while sales missed estimates.",neutral
1210,20221020T062524,"A person wearing a protective mask walks in front of an electronic stock board showing Japan's Nikkei 225 index at a securities firm Friday, Oct. 14, 2022, in Tokyo. Asian shares were mostly lower on Thursday after Wall Street benchmarks fell, reversing course after two days of gains. ( AP ...",neutral
1211,20221020T122119,Investors sent the electric vehicle maker's shares down sharply in after-hours trading after the company warned about uncertain customer demand.,neutral
1212,20221020T122900,"A couple walk with Hermes shopping bags as they leave an Hermes store in Paris March 21, 2013. REUTERS/Philippe Wojazer/Files",positive
1213,20221020T132642,US Stocks: S&P 500 to open lower as UK's Truss resigns as PM The Financial Express ...,neutral
1214,20221020T133100,"U.S. stocks ended lower on Wednesday despite another batch of mostly impressive earnings reports, as a rise in Treasury yields failed to sustain the rally that started earlier this week.",neutral
1215,20221020T141500,"If you have some cash to put to work, you'll want to take a closer look at Hormel and Unilever.",positive
1216,20221020T142700,"On CNBC's ""Mad Money Lightning Round,"" Jim Cramer said Transocean Ltd RIG is a ""high-risk stock."" He prefers Halliburton Company HAL over the former. When asked about Kimberly-Clark Corporation KMB, he said, ""I'd much rather have you be in The Procter & Gamble Company PG.""",neutral
1217,20221020T144455,"Brushing off higher prices, affluent spenders continue to splash out on luxuries including $10,000 handbags and premium drinks, updates from Birkin bag maker Hermes and spirits company Pernod Ricard showed on Thursday.",positive
1218,20221020T145300,"IBM up as it sees higher full-year sales. Tesla expects to miss vehicle delivery target this year. AT&T raises annual profit forecast, Verizon gains ...",neutral
1219,20221021T060251,"New York, Oct. 21, 2022 ( GLOBE NEWSWIRE ) -- Kenneth Research has published a detailed market report on 'Global Hair Care Market' for the forecast period, i.e. 2023 - 2033 which includes the following factors: Market growth over the forecast period Detailed regional synopsis Key market ...",positive
1220,20221021T101500,These companies consistently earn plenty of excess free cash flow to support future dividend raises.,positive
1221,20221021T111500,These star stocks are trading at bargain prices.,neutral
1222,20221021T120000,"Release of first fully sustainable, odorless concentrate for polypropylene ( PP ) based on a recycled resin carrier Dedicated to developing a ""no-compromise"" solution that promises high quality and no adjustments to operations Partnership will continue to grow to bring in more new technologies",positive
1223,20221021T130000,"Teenage Personal Care Product Market to observe USD 8.81 Bn incremental growth. Bayer AG, Beiersdorf Aktiengesellschaft, Carma Laboratories Inc. identified as key vendors -- Technavio PR ...",positive
1224,20221021T133000,"NEW YORK, Oct. 21, 2022 /PRNewswire/ -- The stearic acid market size is expected to increase by USD 553.66 million from 2021 to 2026, registering a CAGR of 5.57%, according to the latest research report from Technavio. 40% of the market growth originates from APAC with a Y-O-Y growth of 5.45% ...",neutral
1225,20221021T141600,"The stock market rally attempt made solid gains to start the week, but then hit resistance as Treasury yields continued to spike higher. Tesla ( TSLA ) reported mixed earnings, while also giving mixed signals about demand. Netflix ( NFLX ) surged as subscriber growth and forecasts were much ...",neutral
1226,20221021T143000,"New York, US, Oct. 21, 2022 ( GLOBE NEWSWIRE ) -- Hair Care Market Overview According to a Comprehensive Research Report by Market Research Future ( MRFR ) , ""Hair Care Market Information by Product, Application, Distribution Channel, and Region - Forecast till 2030"", the market is estimated ...",positive
1227,20221021T162529,"The Investing Club holds its ""Morning Meeting"" every weekday at 10:20 a.m. ET.",neutral
1228,20221021T165407,Using correlations and the barbell strategy can help inform trading decisions in any market.,neutral
1229,20221021T234834,"""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",positive
1230,20221022T100000,Higher inflation and economic troubles have weighed on earnings and stock performance.,neutral
1231,20221023T100300,Early earnings reports for the September quarter show that profit margins are feeling the squeeze as costs are rising and consumer appetite for some products has waned.,negative
1232,20221023T110005,Americans are combining leisure and business travel. Tech profits are slowing. And the deadline for Elon Musk to buy Twitter is coming up.,neutral
1233,20221023T131100,This dividend giant is raising prices to combat rising inflation.,neutral
1234,20221024T115846,"On CNBC's ""Mad Money Lightning Round,"" Jim Cramer said he doesn't want to back away from Iron Mountain Incorporated IRM right now. ""We may have to do new work on Iron Mountain to see if it's as safe as we think it is,"" he added. Benzinga data finds that analysts have a consensus Buy rating on IRM ...",positive
1235,20221024T134500,The consumer staples giant continues to grow in a tough market.,neutral
1236,20221024T141600,"Merck ( MRK ) stock has been one of the best market performers this year as the health care sector has been a strong relative performer. According to the IBD Stock Checkup, Merck stock ranks No. 1 in its group and has a Composite Rating of 95, an EPS Rating of 93 and a Relative Strength Rating ...",neutral
1237,20221024T152000,Third-quarter earnings suggest the bifurcation in consumer spending between those more affected by inflation and richer households with cash to spend could endure longer than expected.,neutral
1238,20221024T165504,One thing's clear at the start of the corporate earnings season: Inflation is still a hot topic for companies.,neutral
1239,20221024T205700,"Unilever recalls a handful of its big-name hair products, adding to another recent aerosol-product recall.",neutral
1240,20221024T230400,Exclusive: Activist investor Peltz meets possible ...,neutral
1241,20221025T082600,"Unilever Plc recalled popular brands of aerosol dry shampoo, including Dove, after discovering they were contaminated with a chemical called benzene that can cause cancer ...",neutral
1242,20221025T102006,Sector ETF report for ...,positive
1243,20221025T104823,"If your day doesn't start until you're up to speed on the latest headlines, then let us introduce you to your new favorite morning fix. Sign up here for the '5 Things' newsletter.",neutral
1244,20221025T111400,"Oct 25 ( Reuters ) - Makers of metals, chemicals and gases said on Tuesday that the outlook for the final months of the year had worsened as concerns intensify that a surge in energy and raw material costs will shrink Europe's heavy industry.",neutral
1245,20221025T154908,"Coca-Cola ( KO ( opens in new tab ) ) earnings topped Wall Street's third-quarter earnings estimates Tuesday, joining a parade of other ( opens in new tab ) companies whose operations are holding up well despite a sluggish economy and inflationary pressures.",positive
1246,20221025T194126,Coca-Cola ( NYSE: KO ) posted better-than-expected earnings Tuesday and consequently raised its full-year outlook. The company now expects its two-pronged strategy of raising prices and providing more affordable options to incentivize sales growth.,positive
1247,20221025T194500,"New York, United States, Oct. 25, 2022 ( GLOBE NEWSWIRE ) -- Keratin is a biochemical that is used in developing and producing personal care products, specifically for nails, skin, and hair. The rising of the salon care and cosmetic industry in Latin America accelerates the regional market growth.",positive
1248,20221025T214000,"HUL allays fears after Unilever product recall in US, Canada The Financial Express ...",neutral
1249,20221026T070000,"LONDON, Oct 26 ( Reuters ) - Britain's Reckitt Benckiser ( RKT.L ) on Wednesday said its full-year sales would be at the upper end of previous guidance and reported better than expected quarterly sales, helped by sweeping price rises.",positive
1250,20221026T130013,"P&G (PG) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",positive
1251,20221026T131600,The latest earnings update contained some good news about the business.,neutral
1252,20221026T155651,"( Wednesday Market Open ) Bullish investors are in a conundrum. On the one hand, they want to see data signaling economic slowdown, hoping that will convince the Federal Reserve to eventually take its foot off the brake.",neutral
1253,20221027T053236,Reckitt flags pressure on consumers as volumes decline The Financial Express ...,negative
1254,20221027T060700,"Higher costs squeezes tissue maker Essity's profit, offsets record sales ...",neutral
1255,20221027T073000,"NEW YORK, Oct. 27, 2022 /PRNewswire/ -- The hair care market size in the US is expected to grow by USD 1.95 billion from 2021 to 2026. Technavio's latest report estimates that the growth momentum of the market will accelerate at a CAGR of 4.82%.",positive
1256,20221027T090900,"When the JPMorgan CEO talks, people tend to listen. But what he said isn't a reason for complete panic.",positive
1257,20221027T130000,These companies continue to raise their dividends.,positive
1258,20221027T134500,"I'm sticking to these two dividend stocks, counting on regular dividend checks for years and years to come.",neutral
1259,20221027T141654,The fast-food chain is the latest in a number of companies that have managed to increase prices without seeing a drop in demand.,positive
1260,20221027T145148,"Adidas, a German sportswear-maker, joined Balenciaga, a fashion label owned by Kering, a luxury-goods conglomerate, in cutting ties with Kanye West, a rapper and fashion designer, for his anti-semitic remarks. The decision is set to cut Adidas' annual profits in half this year.",neutral
1261,20221027T162635,"Meta shares are down more than 20% on Thursday, the second time this year they've collapsed after an earnings report.",neutral
1262,20221027T182000,"Net profit cut in half, even as Zuckerberg seeks 'patience' from investors ...",neutral
1263,20221028T095500,"With fears of a recession rising, two of the three are already outperforming the S&P 500.",neutral
1264,20221028T130000,"Procter & Gamble may seem like a boring company, but it is a proven innovator.",positive
1265,20221028T134500,"This high-yield stock is in turnaround mode, and history suggests that it will manage the feat.",positive
1266,20221028T151118,"( Friday Market Open ) It's the day after Apple AAPL and Amazon AMZN reported worrisome earnings, but German inflation data is in the driver's seat this morning. An eye-popping German October inflation reading of 11.6% raised concerns that global interest rate hikes aren't slowing prices.",neutral
1267,20221028T155238,"In October, buying conditions for durables climbed to 23% as prices and supply constraints eased. Consumer durables typically last more than three years, and the easing price conditions can help prop up firms such as YETI Holdings Inc YETI and Apple Inc AAPL as the holiday season approaches.",neutral
1268,20221028T193324,"Two-thirds of consumers will pay more for ethically sourced, green and ""free-from"" products, yet almost all retail execs believe customers rank brand names above product sustainability. The disconnect may involve cost. Here are four ways retailers manage the price of social consciousness.",neutral
1269,20221028T200900,"On the sidelines of an industry conference, marketers strategize on how to prove their budgets' worth as some companies begin retrenching for tepid growth.",neutral
1270,20221029T130700,There's a reason why this company has raised its dividend for over 60 consecutive years.,positive
1271,20221029T153400,"Plus a look at investing books, stocks to watch, and other topics for investors.",neutral
1272,20221030T100000,"A dynamic blend of growth, value, and dividend stocks worth considering now.",positive
1273,20221030T124500,Focusing on what you can control can be refreshing and empowering when your investment portfolio is down big.,positive
1274,20221031T055515,"Leclanché SA: Anil Srivastava, chief executive officer, leaves Leclanché SA / Board announces management succession and ...",positive
1275,20221031T103000,The Feminine Hygiene Market is expected to grow from $ 22.20 billion in 2021 to $ 32.29 billion by 2028; it is estimated to grow at a CAGR of 5.50% from 2022 to 2028.,positive
1276,20221031T120000,"Anil Srivastava, chief executive officer, leaves Leclanché SA. Board announces management succession and reorganisation PR ...",positive
1277,20221031T120300,Limited-Edition Black Safety Razor Gift Set Offering Everything Men Need for the Perfect Bump-Free Shave Launching at ULTA Stores in November 2022,positive
1278,20221031T134500,"For investors looking to buy and hold stocks for many years, it's still a great time to buy quality businesses on the dip.",positive
1279,20221031T203009,"Of the three major stock market averages, investors currently favor the Dow Jones Industrial Average for its well-established and cost-efficient companies.",positive
1280,20221031T211214,"More than a quarter of the companies in the 30-stock Dow are Club holdings. Here's how they did during October, when the average soared nearly 14%.",positive
1281,20221101T062244,"Dollar General Corporation ( NYSE: DG ) today announced Jeff Owen will be added to its Board of Directors upon the effectiveness of his promotion to Chief Executive Officer on November 1, 2022.",neutral
1282,20221101T102006,Sector ETF report for ...,positive
1283,20221101T123700,"FMCG major Procter & Gamble India on Tuesday announced a Rs 200 crore 'technovate fund' to help solve business challenges by fostering innovation, and leveraging innovative technology in collaboration with existing and new external suppliers.",positive
1284,20221101T130500,"The firm has also committed to spend more than Rs 1,300 crore in business solutions through its 'vGrow' platform ...",positive
1285,20221101T135600,"The Addition Doubles Journey's Scale and Adds Studios in London, New York and Dubai",positive
1286,20221101T144945,( Tuesday Market Open ) November is starting where October left off-with big gains for the stock market. But the Federal Reserve meeting kicking off today and finishing tomorrow afternoon with a rate announcement could determine whether this happy trend continues.,neutral
1287,20221101T150100,"The Addition Doubles Journey's Scale and Adds Studios in London, New York and Dubai",positive
1288,20221101T172653,"Research shows Latino adults are the least likely of any racial or ethnic group to seek dental care, but dental hygienist Amber Lovatos is on a mission to change that",neutral
1289,20221101T201000,"OAKLAND, Calif., Nov. 1, 2022 /PRNewswire/ -- The Clorox Company ( NYSE: CLX ) today reported results for the first quarter of fiscal year 2023, which ended Sept. 30, 2022. Following is a summary of key first-quarter results. All comparisons are with the first quarter of fiscal year 2022 ...",positive
1290,20221102T005910,Stocks to Watch: Check out the companies making headlines before the opening bell.,positive
1291,20221102T014022,"Tech Mahindra, Adani Transmission, M&M Financial, Adani Ports, Nykaa, Grasim Industries, KSB stocks in focus The Financial Express ...",positive
1292,20221102T051700,"[1/2] A worker walks at the Yara ammonia plant in Porsgrunn, Norway August 9, 2017. Picture taken August 9, 2017. REUTERS/Lefteris Karagiannopoulos/File Photo",neutral
1293,20221102T092622,"Journey and Squint/Opera Merge To Create The First Agency With Proven Expertise Blending The Physical And The Virtual Worlds At Global Scale The Addition Doubles Journey's Scale and Adds Studios in London, New York and Dubai",positive
1294,20221102T103600,"DUBLIN, Nov 2 ( Reuters ) - Packaging giant Smurfit Kappa ( SKG.I ) does not expect to hike prices any further this year and may be able to unwind some of the recent rapid increases it has pushed onto customers, its chief executive said on Wednesday.",neutral
1295,20221102T165300,"Advertisers are being pressured by advocacy groups seeking more content moderation from Twitter's new owner, Elon Musk.",neutral
1296,20221102T201500,"NORTHBOROUGH, Mass., Nov. 2, 2022 /PRNewswire/ -- Aspen Aerogels, Inc. ( NYSE: ASPN ) ( ""Aspen"" or the ""Company"" ) , a technology leader in sustainability and electrification solutions, today announced the appointment of Katie Kool to its Board of Directors ( ""Board"" ) .",positive
1297,20221103T131500,Procter & Gamble isn't doing nearly as well today as it was over the past year. The trend is no longer the company's friend.,neutral
1298,20221103T200804,One console game just showed us how small VR sales really are. Gulp.,neutral
1299,20221103T222114,"""The Dow components all know how to handle a recession,"" he said.",negative
1300,20221104T064956,"BENGALURU, Nov 4 ( Reuters ) - Gillette India Ltd ( GILE.NS ) reported a 5.9% rise in second-quarter profit on Friday, helped by strong demand for its grooming products ahead of the festive season.",positive
1301,20221104T073900,"Gillette India, which is 75% owned by Procter & Gamble, said its net profit rose to 867.8 million rupees ($10.52 million) for the three months ended Sept. 30, from 819.3 million rupees a year earlier.",positive
1302,20221104T143029,"The Office of North Carolina Representative Virginia Foxx has reported a sale of Procter & Gamble PG stock on November 3, 2022. According to the Periodic Transaction Report the transaction was placed on November 3, 2022.",positive
1303,20221104T164245,"Elon Musk says that activist groups pressuring Twitter advertisers have cause the social media giant to see a ""massive drop in revenue.""",neutral
1304,20221104T183928,Civil rights groups are calling on companies to halt spending on Twitter under its new owner Elon Musk.,negative
1305,20221105T040835,"Elon Musk has warned advertisers who are canceling purchases on Twitter amid fear of boycotts from activists that they may soon face a ""thermonuclear name and shame.""",neutral
1306,20221105T123900,"Inflation does not seem to be the only problem, as Procter & Gamble is now seeing profits crimped by a strong dollar.",positive
1307,20221105T125300,There's no need to make investing more complicated than it is.,positive
1308,20221106T141500,Sales trends are slowing for both companies.,positive
1309,20221107T050000,"NEW YORK, Nov. 7, 2022 /PRNewswire/ -- The cosmetics market size is set to grow by USD 78.89 billion from 2021 to 2026. In addition, the growth momentum of the market will accelerate at a CAGR of 5.36% during the forecast period.",positive
1310,20221107T133000,"Pune, India, Nov. 07, 2022 ( GLOBE NEWSWIRE ) -- According to Fortune Business Insights, the global moisturizer market size was valued at USD 9.50 billion in 2021. The market is projected to grow from USD 10.12 billion in 2022 to USD 14.01 billion by 2029, exhibiting a CAGR of 4.76% during the ...",positive
1311,20221107T150000,"LONDON, Nov. 7, 2022 /PRNewswire/ -- Global Antibacterial Wipes Market was worth USD 8.87 billion in 2021. It is anticipated a valuation of USD 18.12 billion by 2028, amplifying with a CAGR of 10.74% over 2022-2028.",positive
1312,20221107T150500,"Major players like IPG, Dentsu have informally spoken to their advertisers ...",neutral
1313,20221107T161200,IIM Kozhikode posted the highest stipend of Rs 6.47 lakhs while mean stipend saw a 25 per cent increase over last year to Rs 2.5 lakhs this year at the conclusion of its summer internship ...,positive
1314,20221107T171833,A slate of earnings reports in recent weeks show consumers are tightening their belts and prioritizing essential purchases.,neutral
1315,20221107T195651,"Shares in Meta Platforms ( META ( opens in new tab ) , $90.79 ) popped on Monday following reports that the Facebook parent is planning to cut costs by slashing thousands of jobs.",neutral
1316,20221108T155100,"Chris Cocks, Don Garber, Vanessa Pappas, Sowmyanarayan Sampath, Christina Spade, and Jennifer Witz Join the Paley Center's Board of Trustees",positive
1317,20221109T160526,"The pending deal to merge Kroger and Albertsons will create a chain with more U.S. locations than Walmart. Yet for many of America's poor, that may mean the local grocery store is at risk of going dark. A look at merger history explains why. Is this an opportunity for non-grocery chains?",neutral
1318,20221109T163000,"LONDON, Nov. 09, 2022 ( GLOBE NEWSWIRE ) -- Avail a limited period discount of 33% on our uniquely designed Opportunities and Strategies market research reports. Contact us today and make winning strategies!",positive
1319,20221109T185252,"( Wednesday Market Open ) As Republicans and Democrats wrestle for control of the House and Senate after Tuesday's vote, the atmosphere is subdued on Wall Street. Neither party gained obvious control of the Capitol based on results available early this morning, and the market traded nearly ...",neutral
1320,20221109T200614,"Someone with a lot of money to spend has taken a bullish stance on Procter & Gamble PG. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",positive
1321,20221109T203050,"TTD earnings call for the period ending September 30, 2022.",positive
1322,20221110T140010,"Zacks.com users have recently been watching P&G (PG) quite a bit. Thus, it is worth knowing the facts that could determine the stock's prospects.",positive
1323,20221111T103000,Passive income potential is just the tip of the iceberg.,positive
1324,20221111T130000,"SHENZHEN, China, Nov. 11, 2022 ( GLOBE NEWSWIRE ) -- Fangdd Network Group Ltd.",positive
1325,20221111T130000,"SHENZHEN, China, Nov. 11, 2022 ( GLOBE NEWSWIRE ) -- Fangdd Network Group Ltd. ( Nasdaq: DUO ) ( ""FangDD"" or the ""Company"" ) , a leading property technology company in China, today announced that the Company's board of directors ( the ""Board"" ) has appointed Mr. Zhen Xie as ( i ) a director of ...",positive
1326,20221112T104300,"Despite a better-than-expected third-quarter report, the stock recently dropped.",neutral
1327,20221114T123000,"TORONTO, Nov. 14, 2022 ( GLOBE NEWSWIRE ) -- Cronos Group Inc. CRON CRON ( ""Cronos"" or the ""Company"" ) , an innovative global cannabinoid company, today announced the appointment of James Holm as Chief Financial Officer, effective immediately. Mr. Holm succeeds Bob Madore, who is leaving the ...",positive
1328,20221114T130224,"Cronos Group Inc. ( NASDAQ: CRON ) ( TSX: CRON ) ( ""Cronos"" or the ""Company"" ) , an innovative global cannabinoid company, today announced the appointment of James Holm as Chief Financial Officer, effective immediately. Mr. Holm succeeds Bob Madore, who is leaving the Company.",positive
1329,20221114T213014,"Bridgewater Associates was founded in 1975 and has over $223 billion in assets under management, making it one of the world's largest hedge funds. Ray Dalio is the founder of Bridgewater Associates and recently stepped down from his role as one of three co-chief investment officers at Bridgewater.",positive
1330,20221115T105300,This dividend-paying index fund has outperformed the broader S&P 500 this year.,neutral
1331,20221115T142300,Coke's sales and earnings will likely be setting new records in a few years.,positive
1332,20221116T094400,"NEW YORK, Nov. 16, 2022 /PRNewswire/ -- Fractal ( www.fractal.ai ) , a global provider of artificial intelligence and advanced analytics solutions to entities including Fortune 500® companies, today announced the launch of Asper.ai.",positive
1333,20221116T094400,"NEW YORK, Nov. 16, 2022 /PRNewswire/ -- Fractal ( www.fractal.ai ) , a global provider of artificial intelligence and advanced analytics solutions to entities including Fortune 500® companies, today announced the launch of Asper.ai.",positive
1334,20221116T100200,"MUMBAI, India, Nov. 16, 2022 /PRNewswire/ -- Fractal ( www.fractal.ai ) , a global provider of artificial intelligence and advanced analytics solutions to entities including Fortune 500® companies, today announced the launch of Asper.ai.",positive
1335,20221116T131837,Wells Fargo raised The Procter & Gamble Company PG price target from $150 to $155. . Wells Fargo analyst Chris Carey maintained the stock with an Overweight rating. Procter & Gamble shares fell 0.4% to close at $140.49 on Tuesday. Barclays cut Sotera Health Company SHC price target from $7 to $6.,neutral
1336,20221116T133100,"PHOENIX, Nov. 16, 2022 ( GLOBE NEWSWIRE ) -- Global Water Resources, Inc. ( NASDAQ: GWRS ) , ( TSX: GWR ) , a pure-play water resource management company, applauds The Procter & Gamble Company ( NYSE:PG ) for receiving approval of an economic development agreement to build a new manufacturing ...",positive
1337,20221116T133100,"PHOENIX, Nov. 16, 2022 ( GLOBE NEWSWIRE ) -- Global Water Resources, Inc. GWRS, GWR, a pure-play water resource management company, applauds The Procter & Gamble Company PG for receiving approval of an economic development agreement to build a new manufacturing facility in Coolidge, Arizona.",positive
1338,20221116T140404,"Nutrien ( NTR ( opens in new tab ) , $77.79 ) is among the world's biggest agricultural companies, selling seeds, as well as fertilizers like potash, nitrogen, phosphate and sulfate products. The Canada-based company is valued at roughly $40 billion, and serves an essential part of the global ...",positive
1339,20221117T130000,"FRANKLIN, Tenn., Nov. 17, 2022 /PRNewswire/ -- Today Mars Petcare, a global leader in veterinary health, pet nutrition, innovation and technology, announced Alanna McDonald as the Regional President for its Mars Pet Nutrition division in North America. McDonald will join the company on November 21.",positive
1340,20221117T131445,"Apart from merrymaking, the holiday season is about giving. People shop and buy gifts for their loved ones - family, friends or colleagues. From exciting deals on apparel, TVs and video games to edibles like candies and chocolates, there is an endless list of gift options during the yuletide.",positive
1341,20221117T133000,All you need to do to find some of the best dividend stocks is pay attention to what you are buying at the grocery store.,positive
1342,20221117T141500,"Kimberly Clark is trading below where it was at the start of 2020. In some ways, it looks cheap. in others, it seems expensive.",positive
